,"Aguascalientes, Real de Asientos","Aguascalientes, Calvillo","Aguascalientes, San Jose de Gracia","Baja California, Tecate","Baja California Sur, Todos Santos","Baja California Sur, Loreto","Campeche, Isla Aguada","Campeche, Palizada","Coahuila, Parras de la Fuente","Coahuila, Cuatro Cienegas","Coahuila, Arteaga","Coahuila, Viesca","Coahuila, Candela","Coahuila, Guerrero","Coahuila, Melchor Muzquiz","Colima, Comala","Chiapas, San Cristobal de las Casas","Chiapas, Comitan de Dominguez","Chiapas, Chiapa de Corzo","Chiapas, Palenque","Chihuahua, Creel","Chihuahua, Batopilas","Chihuahua, Casas Grandes","Durango, Mapimi","Durango, Nombre de Dios","Guanajuato, Dolores Hidalgo","Guanajuato, Mineral de Pozos","Guanajuato, Jalpa","Guanajuato, Salvatierra","Guanajuato, Yuriria","Guanajuato, Comonfort","Guerrero, Taxco","Hidalgo, Real del Monte","Hidalgo, Huasca de Ocampo","Hidalgo, Mineral del Chico","Hidalgo, Huichapan","Hidalgo, Tecozautla","Hidalgo, Zempoala","Hidalgo, Zimapan","Jalisco, Mazamitla","Jalisco, Tapalpa","Jalisco, Tequila","Jalisco, San Sebastian del Oeste","Jalisco, Lagos de Moreno","Jalisco, Mascota","Jalisco, Talpa de Allende","Jalisco, Ajijic","Jalisco, Tlaquepaque","Mexico, Malinalco","Mexico, Tepotzotlan","Mexico, Valle de Bravo","Mexico, El Oro","Mexico, Metepec","Mexico, Aculco","Mexico, Ixtapan de la Sal","Mexico, Teotihuacan y San Martin de las Piramides","Mexico, Villa del Carbon","Mexico, Tonatico","Michoacan, Cuitzeo","Michoacan, Patzcuaro","Michoacan, Sta. Clara del Cobre","Michoacan, Tlalpujahua","Michoacan, Angangueo","Michoacan, Tacambaro","Michoacan, Jiquilpan","Michoacan, Tzintzuntzan","Michoacan, Paracho","Morelos, Tepoztlan","Morelos, Tlayacapan","Nayarit, Jala","Nayarit, Sayulita","Nayarit, Compostela","Nayarit, Mexcaltitan","Nuevo Leon, Santiago","Nuevo Leon, Linares","Nuevo Leon, Bustamante","Oaxaca, Capulalpam de Mendez","Oaxaca, Huautla de Jimenez","Oaxaca, Mazunte","Oaxaca, San Pablo Villa de Mitla","Oaxaca, San Pedro y San Pablo Teposcolula","Oaxaca, Santa Catarina Juquila","Puebla, Cuetzalan del Progreso","Puebla, Zacatlan","Puebla, Pahuatlan","Puebla, Chignahuapan","Puebla, Cholula","Puebla, Tlatlauquitepec","Puebla, Xicotepec","Puebla, Atlixco","Puebla, Huahuchinango","Puebla, Tetela de Ocampo","Queretaro, Bernal","Queretaro, Jalpan de Serra","Queretaro, Cadereyta de Montes","Queretaro, Tequisquiapan","Queretaro, San Joaquin","Queretaro, Amealco de Bonfil","Quintana Roo, Bacalar","Quintana Roo, Isla Mujeres ","Quintana Roo, Tulum","San Luis Potosi, Real de Catorce","San Luis Potosi, Xilitla","San Luis Potosi, Santa María del Río","San Luis Potosi, Aquismón","Sinaloa, Cosala","Sinaloa, El Fuerte","Sinaloa, El Rosario","Sinaloa, Mocorito","Sonora, Alamos","Sonora, Magdalena de Kino","Tabasco, Tapijulapa","Tamaulipas, Mier","Tamaulipas, Tula","Tlaxcala, Huamantla","Tlaxcala, Tlaxco","Veracruz, Coatepec","Veracruz, Xico","Veracruz, Papantla","Veracruz, Orizaba","Veracruz, Zozocolco","Veracruz, Coscomatepec","Yucatan, Izamal","Yucatan, Valladolid","Yucatan, Mani","Yucatan, Sisal","Zacatecas, Jerez de Garcia Salinas","Zacatecas, Teul de Gonzalez Ortega","Zacatecas, Sombrerete","Zacatecas, Pinos","Zacatecas, Nochistlan","Zacatecas, Guadalupe"
"Tabasco, Tapijulapa",1371.743,1356.04,1357.21,3544.843,2575.634,2853.524,294.85,194.652,1804.529,1913.983,1644.06,1897.919,1670.015,1861.264,1975.273,1558.848,161.295,254.479,181.218,158.3,2513.977,2428.805,2557.088,1858.621,1657.103,1148.917,1105.379,1229.923,1107.863,1140.985,1089.151,917.878,856.67,875.33,873.592,983.377,1007.723,821.001,964.257,1358.152,1486.54,1426.93,1611.439,1236.113,1563.537,1560.676,1379.83,1357.666,923.078,872.856,966.669,999.754,887.293,947.878,934.059,830.167,897.906,930.271,1109.903,1177.697,1188.143,1005.321,1012.413,1224.536,1312.046,1170.904,1237.345,845.485,833.568,1498.472,1653.777,1566.647,1678.003,1477.413,1382.815,1624.685,627.336,584.747,736.912,733.542,810.369,884.75,788.824,838.999,897.326,828.335,722.659,747.103,889.848,740.852,867.996,861.628,1049.039,1176.789,1027.278,999.875,1089.844,995.371,587.348,960.76,801.228,1464.401,1100.251,1177.878,1114.966,1993.191,2315.275,1731.925,2163.888,2445.048,2906.461,0.0,1625.816,1408.458,737.128,756.089,662.104,671.398,786.395,565.441,849.5,572.338,699.134,790.272,640.322,662.987,1475.794,1494.233,1583.665,1325.063,1365.119,1416.208
"Tamaulipas, Mier",708.039,773.756,705.598,2204.871,1748.151,2026.04,1762.573,1728.343,382.39,409.395,241.761,475.779,209.3,271.408,387.997,1143.125,1685.954,1775.161,1641.637,1691.99,1223.159,1137.988,1266.271,567.804,782.965,793.941,785.924,883.322,936.641,927.352,846.652,1184.703,1086.289,977.218,1103.21,943.354,943.796,1077.21,988.261,1011.354,1070.816,1007.331,1191.839,812.541,1143.937,1141.076,964.107,938.066,1117.008,1017.115,1087.705,1011.025,1047.759,940.458,1122.852,1068.863,1017.452,1125.549,950.252,1032.907,1043.352,971.997,1012.536,1079.745,965.249,1026.114,1048.382,1138.814,1161.919,1078.872,1234.178,1147.048,1204.379,185.68,274.638,163.97,1580.093,1438.505,1768.013,1551.346,1439.036,1703.7,924.064,961.837,965.553,957.659,1171.751,998.709,901.273,1201.391,906.878,1005.786,903.013,810.429,917.848,908.637,983.958,920.938,2121.039,2427.714,2334.919,504.237,758.569,701.087,722.565,1165.707,1487.791,1137.911,1336.404,1617.564,1645.608,1625.816,0.0,580.311,1025.118,984.647,1046.423,1055.716,855.352,1313.168,888.161,1139.248,2155.398,2246.536,2096.586,2119.25,658.445,817.846,714.073,752.635,834.108,623.319
"Tamaulipas, Tula",348.292,409.424,399.93,2475.183,1734.397,2012.287,1545.215,1510.985,581.705,691.159,421.235,675.094,593.649,784.898,752.448,721.487,1468.596,1557.803,1424.279,1474.632,1422.474,1337.303,1465.586,767.119,608.794,318.229,310.212,407.611,460.93,451.641,370.941,708.992,610.577,629.237,627.499,467.642,468.084,601.498,512.549,589.717,649.179,585.693,770.202,336.83,722.3,719.439,542.469,516.429,641.297,541.403,611.994,535.313,572.047,464.746,647.14,593.151,541.74,649.838,474.54,557.196,567.641,496.286,536.825,604.034,543.611,550.403,572.671,663.102,686.208,657.235,812.54,725.41,836.766,401.047,306.45,548.32,1104.382,962.793,1292.301,1075.635,963.325,1227.988,594.888,710.318,677.823,706.14,696.039,793.855,702.829,725.68,690.414,754.267,427.302,271.113,442.137,432.925,403.403,445.226,1903.681,2210.356,2117.561,241.577,362.797,225.375,326.792,1151.953,1474.038,890.688,1322.651,1603.811,1868.006,1408.458,580.311,0.0,707.975,675.975,848.732,858.025,531.846,836.113,564.656,872.24,1943.261,2034.4,1884.449,1907.114,427.299,586.7,535.17,283.215,449.162,367.713
"Tlaxcala, Huamantla",678.838,663.134,664.305,2851.938,1882.729,2160.619,873.885,839.655,1111.624,1221.078,951.155,1205.014,1171.537,1366.5,1282.368,865.943,797.266,886.473,752.949,803.302,1821.071,1735.9,1864.183,1165.716,964.198,456.012,412.473,537.018,414.957,448.08,396.246,265.99,163.765,182.425,180.686,290.472,314.818,128.095,271.352,665.246,793.634,734.025,918.534,543.207,870.632,867.771,686.925,664.76,271.19,201.705,300.391,306.849,221.015,254.973,275.349,137.261,237.121,278.382,416.998,484.792,495.237,312.415,337.686,531.63,619.141,477.999,544.44,193.597,181.68,805.567,960.872,873.742,985.098,889.514,794.916,1126.208,433.052,291.463,620.971,404.305,291.995,556.658,133.723,96.607,153.285,85.943,70.771,92.002,147.455,88.963,125.604,119.236,356.133,483.884,334.372,306.97,396.939,302.466,1232.351,1539.026,1446.23,771.496,567.299,484.973,517.32,1300.285,1622.37,1039.02,1470.982,1752.142,2213.556,737.128,1025.118,707.975,0.0,45.446,143.225,152.519,264.907,163.654,158.887,199.78,1270.802,1361.94,1211.99,1234.654,771.425,789.864,879.295,620.694,660.75,711.839
"Tlaxcala, Tlaxco",646.838,631.135,632.306,2819.938,1850.73,2128.619,892.847,858.617,1079.625,1189.079,919.155,1173.014,1041.645,1232.895,1250.368,833.943,816.227,905.435,771.91,822.264,1789.072,1703.9,1832.184,1133.716,932.199,424.013,380.474,505.018,382.958,416.08,364.246,283.445,154.423,129.032,171.344,258.473,282.818,77.416,220.673,633.247,761.635,702.026,886.534,511.208,838.632,835.771,654.925,632.761,250.129,169.706,296.21,274.849,216.834,222.973,271.168,105.262,205.121,273.865,384.998,452.793,463.238,280.416,305.687,499.631,587.142,445.999,512.441,211.053,194.816,773.568,928.873,841.743,953.099,849.044,754.446,996.316,493.583,351.994,681.502,464.836,352.525,617.189,176.118,56.137,112.814,33.074,76.778,134.397,106.985,106.419,85.134,74.302,324.134,451.884,302.373,274.97,364.94,270.466,1251.313,1557.988,1465.192,739.497,425.261,452.974,476.849,1268.286,1590.37,1007.021,1438.983,1720.143,2181.556,756.089,984.647,675.975,45.446,0.0,186.955,196.249,224.246,222.725,207.187,258.852,1329.873,1421.011,1271.061,1293.726,768.473,786.912,876.344,617.742,657.798,708.887
"Veracruz, Coatepec",819.595,803.892,805.062,2992.695,2023.486,2301.376,798.861,764.631,1252.381,1361.835,1091.912,1345.771,1103.421,1294.67,1423.125,1006.7,722.242,811.449,677.925,728.278,1961.828,1876.657,2004.94,1306.473,1104.955,596.769,553.23,677.775,555.714,588.149,537.003,396.182,304.522,323.182,321.444,431.229,455.575,268.852,412.109,806.004,934.391,874.782,1059.291,683.965,1011.389,1008.528,827.682,805.518,401.382,342.462,444.973,447.606,365.597,395.73,412.364,278.019,377.878,408.575,557.755,625.549,635.994,453.172,478.443,672.387,759.898,618.756,685.197,323.79,311.872,946.324,1101.629,1014.499,1125.855,910.819,816.221,1058.091,511.224,369.635,797.092,482.477,370.167,634.83,203.378,238.463,295.14,227.798,200.963,161.657,289.311,219.156,267.46,261.092,496.891,624.641,475.129,447.727,537.696,443.223,1157.327,1464.002,1371.207,912.253,708.057,625.73,548.372,1441.042,1763.127,1179.777,1611.74,1892.9,2354.313,662.104,1046.423,848.732,143.225,186.955,0.0,9.655,212.592,132.873,187.259,96.796,1197.708,1288.846,1138.896,1161.56,913.568,932.007,1021.439,762.838,802.893,853.982
"Veracruz, Xico",828.507,813.185,814.356,3001.607,2032.398,2310.67,808.155,773.925,1261.293,1370.747,1101.206,1354.683,1112.333,1303.964,1432.037,1015.994,731.154,820.743,687.219,737.572,1970.741,1885.95,2013.852,1315.385,1113.867,606.063,562.142,686.687,565.008,597.749,545.915,405.095,313.434,332.094,330.356,440.523,464.487,278.146,421.021,814.916,943.304,883.694,1068.203,692.877,1020.301,1017.44,836.594,814.43,410.295,351.374,453.885,456.899,374.891,405.024,421.657,287.312,387.172,417.869,567.049,634.843,645.288,462.466,487.737,681.681,769.192,628.05,694.491,333.083,321.166,955.618,1110.923,1023.793,1135.149,920.113,825.515,1067.385,520.517,378.928,806.386,491.77,379.46,644.124,212.672,247.757,304.434,237.092,210.257,170.951,298.605,228.45,276.753,270.386,506.184,633.935,484.423,457.021,546.99,452.517,1166.621,1473.296,1380.501,921.547,717.35,635.024,557.666,1450.336,1772.421,1189.071,1621.033,1902.193,2363.607,671.398,1055.716,858.025,152.519,196.249,9.655,0.0,221.199,140.95,195.696,104.873,1206.315,1297.453,1147.503,1170.167,922.175,940.614,1030.046,771.445,811.5,862.589
"Veracruz, Papantla",793.854,778.151,779.321,3140.662,1997.745,2275.635,923.152,888.922,977.287,1033.958,836.659,1070.677,912.35,1103.599,1095.248,980.959,846.533,935.741,802.216,852.57,1818.057,1732.885,1861.168,1162.701,1079.214,571.028,527.489,652.034,529.973,563.096,511.262,488.906,237.812,212.421,254.733,357.288,377.223,227.024,352.05,780.263,908.651,849.041,1033.55,658.224,985.648,982.787,801.941,779.777,393.946,316.516,440.028,421.865,360.651,369.989,414.985,252.073,351.932,417.683,532.014,599.808,610.254,427.432,452.703,646.646,734.157,593.015,659.456,393.24,378.014,920.583,1075.888,988.758,1100.114,719.748,625.15,867.02,604.376,462.787,921.384,575.629,463.319,727.982,90.32,197.04,200.756,192.862,296.239,159.288,136.475,325.879,142.081,240.988,471.15,598.9,449.389,421.986,511.955,417.482,1281.618,1588.293,1495.498,736.037,342.586,599.989,357.301,1415.302,1737.386,1154.036,1585.999,1867.159,2328.572,786.395,855.352,531.846,264.907,224.246,212.592,221.199,0.0,363.096,65.011,304.798,1320.948,1412.086,1262.136,1284.8,888.963,907.402,996.833,738.232,778.288,829.377
"Veracruz, Orizaba",806.977,791.273,792.444,2980.076,2010.868,2288.757,702.198,667.968,1239.763,1349.217,1079.293,1333.152,1299.676,1494.639,1410.506,994.081,625.579,714.786,581.262,631.615,1949.21,1864.038,1992.322,1293.854,1092.337,584.151,540.612,665.156,543.096,576.218,524.384,353.111,291.903,310.563,308.825,418.611,442.956,256.234,399.49,793.385,921.773,862.164,1046.672,671.346,998.771,995.909,815.063,792.899,358.311,308.089,401.902,434.987,322.526,383.111,369.293,265.4,333.139,365.504,545.136,612.931,623.376,440.554,447.646,659.769,747.28,606.138,672.579,280.719,268.801,933.706,1089.011,1001.881,1113.237,1160.461,1066.325,1254.346,386.66,245.071,574.579,357.912,245.602,510.266,224.057,274.233,332.559,263.568,157.892,182.336,325.081,176.085,303.229,296.861,484.272,612.022,462.511,435.108,525.078,430.604,1060.664,1367.339,1274.544,899.635,695.438,613.112,576.708,1428.424,1750.508,1167.159,1599.121,1880.281,2341.695,565.441,1313.168,836.113,163.654,222.725,132.873,140.95,363.096,0.0,258.606,36.702,1107.724,1198.862,1048.912,1071.576,911.011,929.45,1018.882,760.28,800.336,851.425
"Veracruz, Zozocolco",776.795,761.092,762.263,3173.471,1980.687,2258.576,986.257,952.027,1010.096,1066.768,869.468,1103.486,945.159,1136.409,1128.058,963.9,909.638,998.845,865.32,915.674,1850.866,1765.694,1893.978,1195.511,1062.156,553.97,510.431,634.975,512.915,545.35,494.203,411.844,220.753,195.362,237.675,340.229,360.164,209.965,334.991,763.204,891.592,831.983,1016.491,641.165,968.589,965.728,784.882,762.718,376.888,299.457,422.969,404.806,343.593,352.93,397.927,235.014,334.873,400.624,514.955,582.75,593.195,410.373,435.644,629.588,717.099,575.956,642.398,339.452,327.534,903.525,1058.83,971.7,1083.056,752.558,657.96,899.83,578.906,437.318,766.826,550.159,437.849,702.513,39.42,95.982,183.697,175.803,216.625,91.257,102.274,234.818,125.022,89.965,454.091,581.841,432.33,404.927,494.897,400.423,1344.723,1651.398,1558.602,758.817,365.367,582.931,380.082,1398.243,1720.327,1136.978,1568.94,1850.1,2311.513,849.5,888.161,564.656,158.887,207.187,187.259,195.696,65.011,258.606,0.0,286.109,1357.13,1448.268,1298.318,1320.983,871.284,889.723,979.155,720.553,760.609,811.698
"Veracruz, Coscomatepec",843.103,827.4,828.57,3016.203,2046.994,2324.884,709.095,674.865,1275.889,1385.343,1115.42,1369.279,1335.803,1530.766,1446.633,1030.208,632.476,721.683,588.159,638.512,1985.337,1900.165,2028.448,1329.981,1128.463,620.277,576.738,701.283,579.222,612.345,560.511,389.238,328.03,346.69,344.952,454.737,479.083,292.361,435.617,829.512,957.9,898.29,1082.799,707.473,1034.897,1032.036,851.19,829.026,394.438,344.216,438.029,471.114,358.653,419.238,405.419,301.527,369.266,401.631,581.263,649.057,659.503,476.681,483.773,695.895,783.406,642.264,708.705,316.845,304.928,969.832,1125.137,1038.007,1149.363,1003.645,909.047,1290.473,422.786,281.197,610.705,394.039,281.729,546.392,260.184,310.359,368.686,299.695,194.019,218.463,361.208,212.212,339.356,332.988,520.399,648.149,498.638,471.235,561.204,466.731,1067.561,1374.236,1281.441,935.761,731.565,649.238,641.198,1464.551,1786.635,1203.285,1635.248,1916.408,2377.821,572.338,1139.248,872.24,199.78,258.852,96.796,104.873,304.798,36.702,286.109,0.0,1115.387,1206.525,1056.575,1079.24,946.859,965.298,1054.729,796.128,836.184,887.273
"Yucatan, Izamal",1914.125,1898.421,1899.592,4087.224,3118.016,3395.906,405.81,594.971,2346.911,2456.365,2186.442,2440.3,2212.396,2403.645,2517.654,2101.229,809.501,818.806,883.025,598.285,3056.358,2971.186,3099.47,2401.002,2199.485,1691.299,1647.76,1772.305,1650.244,1683.367,1631.533,1460.259,1399.052,1417.712,1415.973,1525.759,1550.105,1363.382,1506.639,1900.533,2028.921,1969.312,2153.82,1778.494,2105.919,2103.058,1922.211,1900.047,1465.46,1415.237,1509.05,1542.135,1429.674,1490.26,1476.441,1372.548,1440.287,1472.652,1652.285,1720.079,1730.524,1547.702,1554.794,1766.917,1854.428,1713.286,1779.727,1387.867,1375.949,2040.854,2196.159,2109.029,2220.385,2019.794,1925.197,2167.066,1169.718,1127.128,1279.294,1275.924,1352.751,1427.132,1331.205,1381.381,1439.707,1370.716,1265.04,1289.484,1432.229,1283.233,1410.378,1404.01,1591.42,1719.17,1569.659,1542.256,1632.226,1537.753,357.593,277.633,209.82,2006.783,1642.632,1720.26,1657.347,2535.572,2857.656,2274.307,2706.269,2987.429,3448.843,699.134,2155.398,1943.261,1270.802,1329.873,1197.708,1206.315,1320.948,1107.724,1357.13,1115.387,0.0,110.141,135.607,134.577,2017.893,2036.332,2125.763,1867.162,1907.218,1958.307
"Yucatan, Valladolid",2005.263,1989.56,1990.73,4178.363,3209.154,3487.044,496.949,686.11,2438.049,2547.503,2277.58,2531.439,2303.534,2494.783,2608.793,2192.368,900.639,909.944,974.164,689.424,3147.496,3062.325,3190.608,2492.141,2290.623,1782.437,1738.898,1863.443,1741.382,1774.505,1722.671,1551.398,1490.19,1508.85,1507.111,1616.897,1641.243,1454.52,1597.777,1991.671,2120.059,2060.45,2244.959,1869.633,2197.057,2194.196,2013.35,1991.186,1556.598,1506.376,1600.188,1633.274,1520.812,1581.398,1567.579,1463.687,1531.426,1563.79,1743.423,1811.217,1821.662,1638.84,1645.932,1858.055,1945.566,1804.424,1870.865,1479.005,1467.088,2131.992,2287.297,2200.167,2311.523,2110.932,2016.335,2258.205,1260.856,1218.266,1370.432,1367.062,1443.889,1518.27,1422.343,1472.519,1530.845,1461.854,1356.179,1380.622,1523.367,1374.372,1501.516,1495.148,1682.558,1810.309,1660.797,1633.395,1723.364,1628.891,263.977,179.951,102.356,2097.921,1733.771,1811.398,1748.486,2626.71,2948.795,2365.445,2797.408,3078.568,3539.981,790.272,2246.536,2034.4,1361.94,1421.011,1288.846,1297.453,1412.086,1198.862,1448.268,1206.525,110.141,0.0,228.136,227.106,2110.423,2128.862,2218.293,1959.692,1999.747,2050.837
"Yucatan, Mani",1855.313,1839.609,1840.78,4028.412,3059.204,3337.094,346.998,536.159,2288.099,2397.553,2127.63,2381.488,2153.584,2344.833,2458.843,2042.417,750.689,759.994,824.213,539.473,2997.546,2912.374,3040.658,2342.191,2140.673,1632.487,1588.948,1713.493,1591.432,1623.867,1572.721,1401.447,1340.24,1358.9,1357.161,1466.947,1491.293,1304.57,1447.827,1841.721,1970.109,1910.5,2095.008,1719.682,2047.107,2044.246,1863.4,1841.235,1406.648,1356.425,1450.238,1483.323,1370.862,1431.448,1417.629,1313.736,1381.475,1413.84,1593.473,1661.267,1671.712,1488.89,1495.982,1708.105,1795.616,1654.474,1720.915,1329.055,1317.137,1982.042,2137.347,2050.217,2161.573,1960.982,1866.385,2108.254,1110.906,1068.316,1220.482,1217.112,1293.939,1368.32,1272.393,1322.569,1380.895,1311.904,1206.228,1230.672,1373.417,1224.421,1351.566,1345.198,1532.608,1660.358,1510.847,1483.444,1573.414,1478.941,280.944,395.406,295.004,1947.971,1583.82,1661.448,1598.535,2476.76,2798.844,2215.495,2647.457,2928.617,3390.031,640.322,2096.586,1884.449,1211.99,1271.061,1138.896,1147.503,1262.136,1048.912,1298.318,1056.575,135.607,228.136,0.0,161.458,1960.424,1978.863,2068.295,1809.693,1849.749,1900.838
"Yucatan, Sisal",1877.977,1862.274,1863.444,4051.077,3081.868,3359.758,369.663,558.824,2310.763,2420.217,2150.294,2404.153,2176.249,2367.498,2481.507,2065.082,773.354,782.658,846.878,562.138,3020.211,2935.039,3063.322,2364.855,2163.337,1655.151,1611.612,1736.157,1614.096,1647.219,1595.385,1424.112,1362.904,1381.564,1379.826,1489.611,1513.957,1327.235,1470.491,1864.386,1992.774,1933.164,2117.673,1742.347,2069.771,2066.91,1886.064,1863.9,1429.312,1379.09,1472.903,1505.988,1393.527,1454.112,1440.293,1336.401,1404.14,1436.505,1616.137,1683.931,1694.377,1511.555,1518.647,1730.769,1818.28,1677.138,1743.579,1351.719,1339.802,2004.706,2160.011,2072.881,2184.237,1983.647,1889.049,2130.919,1133.57,1090.981,1243.146,1239.776,1316.603,1390.984,1295.058,1345.233,1403.56,1334.569,1228.893,1253.337,1396.082,1247.086,1374.23,1367.862,1555.273,1683.023,1533.512,1506.109,1596.078,1501.605,412.433,394.376,326.562,1970.635,1606.485,1684.112,1621.2,2499.425,2821.509,2238.159,2670.122,2951.282,3412.695,662.987,2119.25,1907.114,1234.654,1293.726,1161.56,1170.167,1284.8,1071.576,1320.983,1079.24,134.577,227.106,161.458,0.0,1980.925,1999.364,2088.795,1830.194,1870.25,1921.339
"Zacatecas, Jerez de Garcia Salinas",157.089,159.021,154.648,2150.745,1305.177,1583.067,1612.551,1578.321,552.321,689.791,431.501,480.323,654.171,839.916,751.081,478.506,1535.932,1625.139,1491.615,1541.968,1098.037,1012.865,1141.149,442.681,241.164,362.972,377.548,318.796,453.611,432.79,430.531,776.328,677.913,696.573,694.835,534.979,535.42,668.835,579.886,410.267,406.197,332.321,516.829,263.501,468.928,466.067,413.156,296.722,708.633,608.739,679.33,601.615,639.383,532.083,714.477,660.488,609.077,717.174,455.689,538.345,548.79,582.997,589.087,585.183,414.299,531.551,494.045,730.439,753.544,403.863,559.168,472.038,583.394,537.453,566.094,608.842,1171.718,1030.129,1359.637,1142.971,1030.661,1295.324,902.912,777.655,745.16,773.477,763.375,861.191,770.165,793.016,757.75,821.603,494.638,517.233,509.473,500.261,575.583,505.561,1971.017,2277.692,2184.897,355.122,608.916,292.711,572.912,722.734,1044.818,637.316,893.431,1174.591,1543.569,1475.794,658.445,427.299,771.425,768.473,913.568,922.175,888.963,911.011,871.284,946.859,2017.893,2110.423,1960.424,1980.925,0.0,159.771,171.22,197.537,222.028,61.85
"Zacatecas, Teul de Gonzalez Ortega",264.714,151.023,247.657,2291.301,1322.093,1599.983,1630.99,1596.76,711.722,849.192,590.902,638.423,813.573,999.317,910.482,319.574,1554.371,1643.579,1510.054,1560.408,1256.137,1170.965,1299.248,600.781,399.263,402.786,459.038,305.523,451.816,424.376,443.974,738.635,696.352,715.012,713.274,569.051,567.066,687.274,611.531,251.335,247.265,173.389,357.898,290.531,309.996,307.135,184.749,137.79,670.94,627.696,641.637,526.744,601.69,564.311,676.784,679.445,585.205,679.481,393.982,450.476,460.921,508.126,514.216,497.314,262.546,382.251,347.742,726.689,725.774,244.931,400.236,313.106,424.462,696.854,725.495,768.243,1190.157,1048.568,1378.076,1161.41,1049.1,1313.764,921.351,796.094,763.599,791.916,781.814,879.63,788.604,811.455,776.189,840.042,526.283,676.634,541.119,531.907,607.228,540.712,1989.456,2296.131,2203.336,514.523,768.318,408.198,732.313,739.649,1061.734,478.384,910.346,1191.506,1652.92,1494.233,817.846,586.7,789.864,786.912,932.007,940.614,907.402,929.45,889.723,965.298,2036.332,2128.862,1978.863,1999.364,159.771,0.0,329.387,356.988,173.984,221.302
"Zacatecas, Sombrerete",264.624,330.341,262.182,2043.825,1136.36,1414.249,1720.422,1686.192,454.331,528.536,487.129,373.403,709.799,895.544,806.709,699.709,1643.803,1733.01,1599.485,1649.839,938.607,849.148,1034.229,335.761,72.346,470.843,485.419,426.331,561.145,540.324,538.066,896.528,785.784,804.444,802.705,642.849,643.291,776.705,687.756,567.938,627.401,563.915,748.424,371.036,700.522,697.661,520.691,494.65,828.832,716.61,799.53,709.149,759.583,652.282,834.676,768.358,716.947,837.373,563.224,645.879,656.324,690.531,696.622,692.717,521.833,639.086,601.58,838.309,861.414,635.457,790.762,703.632,592.588,593.081,621.722,664.47,1279.589,1138.0,1467.508,1250.842,1138.532,1403.195,1010.783,885.525,853.03,881.347,871.246,969.062,878.036,900.886,865.621,929.474,602.508,625.103,617.344,608.132,683.453,613.096,2078.888,2385.563,2292.767,410.75,716.787,400.582,680.783,553.916,876.0,526.12,724.613,1005.773,1467.187,1583.665,714.073,535.17,879.295,876.344,1021.439,1030.046,996.833,1018.882,979.155,1054.729,2125.763,2218.293,2068.295,2088.795,171.22,329.387,0.0,307.545,389.018,174.162
"Zacatecas, Pinos",70.134,187.772,116.852,2287.103,1441.535,1719.424,1461.821,1427.591,646.511,783.982,526.395,616.681,748.362,934.107,845.271,512.129,1385.201,1474.409,1340.884,1391.238,1234.394,1149.222,1277.506,579.038,377.521,169.913,226.165,198.253,316.073,295.252,235.194,625.597,527.183,545.843,544.104,384.248,384.69,518.104,429.155,380.358,439.821,376.335,560.843,127.471,512.942,510.081,333.111,307.07,557.902,458.009,528.599,464.077,488.653,381.352,563.746,509.757,458.346,566.443,318.151,400.807,411.252,445.459,451.549,447.645,334.253,394.013,373.807,579.708,602.813,447.877,603.182,516.052,627.408,607.563,513.427,703.032,1020.988,879.399,1208.907,992.241,879.93,1144.594,752.182,626.924,594.429,622.746,612.645,710.461,619.435,642.285,607.02,670.872,343.907,373.148,358.743,349.531,424.852,368.023,1820.287,2126.962,2034.166,346.737,464.832,148.627,428.828,859.091,1181.175,681.33,1029.788,1310.948,1679.926,1325.063,752.635,283.215,620.694,617.742,762.838,771.445,738.232,760.28,720.553,796.128,1867.162,1959.692,1809.693,1830.194,197.537,356.988,307.545,0.0,225.732,138.337
"Zacatecas, Nochistlan",167.172,90.259,152.639,2342.71,1373.501,1651.391,1501.876,1467.646,727.984,865.454,607.164,698.153,829.834,1015.579,926.744,360.591,1425.257,1514.464,1380.94,1431.293,1315.866,1230.695,1358.978,660.511,458.993,278.993,355.625,150.423,329.952,309.131,306.873,665.334,567.238,585.898,584.16,431.95,429.965,558.16,474.43,292.352,288.283,224.797,409.306,139.842,361.404,358.543,181.573,155.533,597.639,498.064,568.337,477.956,528.39,421.089,603.483,549.813,498.402,606.18,332.031,414.686,425.131,459.338,465.429,461.524,216.41,330.666,296.157,619.764,642.869,296.339,451.644,364.514,475.87,713.116,679.374,784.505,1061.043,919.454,1248.962,1032.296,919.986,1184.649,792.237,666.98,634.485,662.802,652.7,750.516,659.49,682.341,647.075,710.928,389.182,516.932,404.017,394.806,470.127,381.903,1860.342,2167.017,2074.222,512.683,630.779,296.665,594.774,791.057,1113.142,529.792,961.755,1242.915,1704.328,1365.119,834.108,449.162,660.75,657.798,802.893,811.5,778.288,800.336,760.609,836.184,1907.218,1999.747,1849.749,1870.25,222.028,173.984,389.018,225.732,0.0,217.417
